no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
3,0,1,0,1,0,3,100,2018,5,14,4,0,0,0,218.6674309110153,2,0
2,0,0,2,0,0,3,52,2018,5,9,4,0,0,0,134.93765432879698,1,0
3,0,0,1,0,0,3,34,2018,3,27,4,0,0,0,159.3,0,0
2,0,1,1,0,0,0,280,2018,9,20,4,0,0,0,110.40175834377995,0,0
1,0,0,3,0,0,0,166,2018,11,1,3,0,0,0,110.0,0,0
2,0,2,3,0,0,0,250,2018,9,7,4,0,0,0,101.14582272294358,1,0
2,0,0,3,2,0,0,51,2018,10,2,4,0,0,0,88.38445126970089,0,0
1,0,0,1,1,0,0,23,2017,7,16,2,0,0,0,60.291835264832514,0,0
1,0,1,0,1,0,0,39,2018,5,25,3,0,0,0,89.05751340544036,0,0
2,0,2,3,0,0,0,206,2018,9,22,4,0,0,0,132.64424871113476,0,0
2,0,2,0,0,0,2,174,2018,6,4,4,0,0,0,116.13661652602603,0,0
2,0,0,2,1,0,0,265,2018,6,24,3,0,0,0,115.0,1,0
2,0,0,1,0,0,3,20,2018,6,1,4,0,0,0,156.92744362457083,0,0
2,0,2,1,1,0,0,103,2017,7,18,3,0,0,0,94.5,0,0
1,0,0,1,0,0,0,44,2018,4,7,4,0,0,0,112.59792903137571,0,0
2,1,1,1,0,0,4,136,2018,7,26,4,0,0,0,190.8255055244505,0,0
2,0,0,4,1,0,0,323,2018,5,17,3,0,0,0,112.0,1,0
2,0,0,2,0,0,0,179,2018,8,30,4,0,0,0,112.11660558991656,0,0
2,0,1,2,0,0,0,78,2018,3,25,3,0,0,0,100.0,0,0
1,0,2,1,0,0,0,93,2018,10,15,3,0,0,0,115.0,0,0
2,0,1,6,0,0,2,18,2017,6,7,4,0,0,0,141.94738006099195,0,0
2,0,0,1,0,0,0,105,2018,4,6,4,0,0,0,75.0,0,0
2,0,0,3,3,0,0,61,2018,11,16,4,0,0,0,74.8,0,0
2,2,1,2,0,0,5,11,2018,9,28,4,0,0,0,202.74013611076333,1,0
2,0,0,2,0,0,0,224,2018,8,8,3,0,0,0,97.71968578611961,0,0
2,0,1,2,0,0,4,38,2018,3,20,4,0,0,0,177.5617431549682,0,0
2,0,0,2,0,0,0,63,2018,5,7,4,0,0,0,126.6521497417288,0,0
2,0,2,3,0,0,0,256,2018,10,16,4,0,0,0,100.75,0,0
2,0,1,1,0,0,0,180,2018,6,22,3,0,0,0,112.54770567955292,0,0
2,0,1,2,0,0,0,290,2018,6,17,3,0,0,0,72.0,0,0
3,0,1,1,0,0,3,73,2018,7,29,4,0,0,0,156.97168180794202,0,0
2,0,2,1,1,0,0,96,2017,7,11,3,0,0,0,94.5,0,0
2,0,0,2,0,0,0,113,2018,7,15,4,0,0,0,128.69050500827447,0,0
2,0,1,0,0,0,0,184,2018,7,10,4,0,0,0,105.3,0,0
2,0,1,2,1,0,0,161,2018,3,25,3,0,0,0,130.0,0,0
1,0,1,0,1,0,0,24,2018,9,13,4,0,0,0,107.61862796557973,0,0
2,0,0,3,0,0,3,132,2018,9,30,4,0,0,0,122.80815492539926,0,0
2,0,0,2,0,0,0,170,2018,8,21,4,0,0,0,103.62771241998513,0,0
2,0,1,1,0,0,0,85,2018,4,13,4,0,0,0,95.74345372375092,0,0
2,0,0,2,0,0,0,73,2018,4,6,4,0,0,0,127.9349471293141,0,0
2,0,0,0,0,0,0,0,2018,3,21,4,0,0,0,101.0,0,0
2,0,2,3,0,0,1,16,2018,4,7,4,0,0,0,137.87761929232647,0,0
2,0,1,2,1,0,0,315,2018,9,30,3,0,0,0,160.0,0,0
2,0,2,1,0,0,0,69,2018,4,2,4,0,0,0,86.58383630883144,0,0
2,0,1,2,1,0,0,159,2018,9,3,4,0,0,0,161.1,1,0
2,0,1,2,0,0,0,273,2018,5,13,3,0,0,0,95.0,0,0
1,0,0,3,0,0,1,317,2018,10,1,4,0,0,0,96.62870041892398,0,0
2,0,1,2,1,0,0,218,2018,10,10,4,0,0,0,65.95045474323548,1,0
2,0,0,2,1,0,0,102,2017,10,16,3,0,0,0,101.5,0,0
2,0,1,1,3,0,0,60,2018,4,11,4,0,0,0,94.5,0,0
2,0,1,4,0,0,0,214,2018,10,6,4,0,0,0,209.64454816285055,0,0
2,2,2,1,0,0,5,54,2018,4,16,4,0,0,0,177.3,0,0
1,0,0,3,0,0,0,308,2018,11,23,4,0,0,0,78.3,2,0
2,0,0,1,0,0,1,62,2018,5,7,4,0,0,0,141.53223688359995,0,0
2,0,1,0,0,0,0,77,2018,7,18,3,0,0,0,104.23611610290955,0,0
2,0,0,0,0,0,3,24,2018,6,27,4,0,0,0,166.0,0,0
2,0,2,5,0,0,0,3,2017,8,17,2,0,0,0,79.1188259835748,0,0
1,0,0,2,0,0,0,103,2018,4,19,3,0,0,0,115.0,0,0
2,0,1,2,0,0,0,305,2018,11,4,3,0,0,0,89.0,0,0
2,0,2,0,1,0,0,386,2018,10,23,3,0,0,0,115.0,1,0
1,0,2,2,0,0,0,4,2018,7,16,3,0,0,0,70.34558017860448,0,0
2,0,1,3,0,0,0,157,2018,6,15,4,0,0,0,107.24163431369774,0,0
2,1,0,1,0,0,0,11,2018,11,5,4,0,0,0,150.0,1,0
3,0,0,3,1,0,3,199,2018,8,23,4,0,0,0,187.65006492664503,1,0
2,0,0,3,0,0,0,147,2018,5,4,4,0,0,0,101.620794440012,0,0
2,0,1,3,0,0,3,37,2018,5,20,4,0,0,0,113.996237731242,0,0
1,0,0,1,0,0,0,37,2018,9,25,4,0,0,0,129.44419935597395,0,0
2,0,0,2,0,0,3,33,2018,3,26,4,0,0,0,149.694834335764,0,0
2,0,0,2,0,0,0,122,2018,4,15,3,0,0,0,85.0,0,0
2,2,1,0,0,0,5,5,2017,8,15,4,0,0,0,162.0,0,0
1,0,2,4,0,0,0,245,2018,7,6,3,0,0,0,110.0,0,0
2,2,3,4,0,0,5,7,2018,4,14,4,0,0,0,213.72211699976097,0,0
2,0,1,0,2,0,0,0,2017,8,5,3,0,0,0,97.30144376469966,0,0
2,0,0,3,0,0,0,33,2018,3,24,4,0,0,0,126.85430144737497,0,0
1,0,0,2,0,0,0,170,2018,7,24,4,0,0,0,93.20479226348516,0,0
1,0,1,1,1,0,4,96,2017,9,28,3,0,0,0,123.5,0,0
3,0,0,3,1,0,3,136,2018,8,22,4,0,0,0,188.31346241244694,0,0
1,0,0,2,0,0,0,188,2018,6,15,3,0,0,0,130.0,0,0
1,0,0,2,0,0,0,188,2018,6,15,3,0,0,0,130.0,0,0
2,0,1,4,0,0,0,53,2018,7,2,4,0,0,0,146.04200330192762,0,0
2,0,0,2,2,0,0,49,2018,6,1,4,0,0,0,106.47087947225533,0,0
2,0,0,4,1,0,0,258,2018,10,3,3,0,0,0,89.49447328985526,0,0
2,0,0,4,0,0,0,253,2018,5,4,3,0,0,0,90.0,0,0
2,0,0,2,0,0,0,189,2018,8,7,3,0,0,0,72.14347877604291,0,0
2,0,1,3,0,0,0,194,2018,8,7,4,0,0,0,115.25985218241101,1,0
1,0,0,1,0,0,0,40,2018,2,15,4,0,0,0,75.84542281353185,0,0
2,0,0,2,0,0,0,182,2018,9,30,4,0,0,0,117.9,2,0
2,0,1,1,0,0,0,92,2018,8,11,4,0,0,0,118.11993050567494,1,0
2,1,0,3,0,0,2,33,2018,7,11,4,0,0,0,193.362708321352,0,0
2,0,0,1,0,0,0,132,2018,2,22,4,0,0,0,61.83079409397751,0,0
2,0,1,1,0,0,3,0,2018,2,13,4,0,0,0,106.0,0,0
2,0,0,3,1,0,1,46,2018,2,22,3,0,0,0,89.47226832108497,0,0
1,0,2,1,0,0,0,37,2018,6,19,3,0,0,0,81.0,0,0
2,0,1,3,3,0,0,240,2018,10,27,4,0,0,0,80.75,0,0
2,0,0,3,0,0,0,314,2018,10,12,3,0,0,0,75.0,0,0
2,0,1,2,0,0,0,218,2018,10,4,4,0,0,0,103.8906759485036,0,0
3,0,1,1,0,0,3,20,2018,4,15,4,0,0,0,156.80846859393276,0,0
2,0,1,1,0,0,0,37,2018,4,8,4,0,0,0,136.56552744944867,0,0
2,0,1,1,1,0,0,74,2017,5,4,4,0,0,0,76.5,0,0
2,0,0,3,0,0,3,142,2018,5,5,4,0,0,0,115.09843357487514,0,0
2,0,2,5,0,0,0,76,2017,7,6,4,0,0,0,76.5,0,0
1,0,1,1,0,0,0,55,2018,5,29,4,0,0,0,109.36342599096416,0,0
1,0,2,1,0,0,0,38,2018,6,19,3,0,0,0,81.0,0,0
2,0,0,3,0,0,0,193,2017,10,15,3,0,0,0,65.0,0,0
2,0,0,2,1,0,0,292,2018,7,21,3,0,0,0,115.0,0,0
2,0,0,2,0,0,3,38,2018,10,4,4,0,0,0,125.55,0,0
2,0,0,2,1,0,0,320,2018,8,18,3,0,0,0,115.0,1,0
1,0,0,3,0,0,0,187,2018,8,3,4,0,0,0,104.97924643178138,1,0
2,0,0,4,0,0,0,132,2018,10,1,4,0,0,0,106.27228924836257,0,0
1,0,1,2,0,0,0,102,2017,10,16,3,0,0,0,85.38152385665063,1,0
2,0,2,1,0,0,0,116,2018,2,28,3,0,0,0,71.10340950519047,0,0
2,0,0,2,0,0,0,263,2018,10,21,3,0,0,0,110.0,0,0
2,1,1,3,0,0,0,81,2018,5,14,4,0,0,0,135.15,0,0
1,0,1,5,0,0,0,71,2017,7,9,3,0,0,0,78.19416056586132,0,0
2,0,1,1,0,0,0,15,2017,6,24,3,0,0,0,43.57068836487837,0,0
2,0,2,0,0,0,0,146,2018,4,24,3,0,0,0,95.0,0,0
2,0,2,4,0,0,0,167,2018,7,6,4,0,0,0,90.89889325776007,0,0
2,0,0,4,1,0,0,164,2017,5,23,4,0,0,0,29.475361971894394,0,0
2,0,0,2,0,0,1,52,2018,6,8,4,0,0,0,133.50905130989156,0,0
2,0,0,2,0,0,3,39,2018,4,20,4,0,0,0,139.53436378925912,0,0
2,0,1,2,0,0,0,198,2018,9,9,3,0,0,0,90.0,0,0
2,0,0,3,0,0,0,193,2017,10,15,3,0,0,0,65.0,0,0
2,0,0,1,0,0,0,85,2017,5,14,4,0,0,0,74.95796032354247,0,0
2,0,1,0,0,0,3,2,2018,6,18,4,0,0,0,255.4499416097508,0,0
2,2,2,2,0,0,5,113,2018,10,8,4,0,0,0,190.8,0,0
2,0,0,3,0,0,0,279,2018,10,12,4,0,0,0,110.0,0,0
1,1,0,3,0,0,1,200,2018,9,26,4,0,0,0,121.21315773020378,1,0
2,0,1,4,3,0,0,10,2018,2,1,4,0,0,0,79.0,0,0
1,0,1,1,1,0,0,0,2018,9,24,3,0,0,0,105.10292159350226,0,0
1,0,1,2,0,0,0,180,2018,10,10,3,0,0,0,120.0,0,0
2,0,1,0,1,0,1,127,2018,8,17,4,0,0,0,118.8,1,0
2,0,1,1,1,0,0,247,2018,6,6,3,0,0,0,115.0,1,0
2,0,1,0,0,0,3,15,2018,2,27,4,0,0,0,106.0,0,0
2,0,1,1,3,0,0,45,2018,3,12,4,0,0,0,67.32495624629927,0,0
2,0,1,1,0,0,0,35,2018,4,26,4,0,0,0,95.28846466341443,0,0
2,0,1,0,2,0,0,129,2018,8,17,4,0,0,0,118.8,1,0
2,0,2,2,3,0,0,84,2018,4,3,4,0,0,0,73.02103807499138,0,0
2,0,0,1,1,0,0,33,2017,9,23,3,0,0,0,205.30712539796113,0,0
2,0,2,0,1,0,0,275,2018,4,17,3,0,0,0,110.0,0,0
2,0,2,1,0,0,3,176,2018,10,28,4,0,0,0,104.4,1,0
2,0,1,4,0,0,2,353,2018,12,27,4,0,0,0,81.1656853400442,0,0
2,0,2,7,0,0,3,150,2018,9,28,4,0,0,0,181.41720056377406,1,0
2,0,0,2,0,0,0,49,2018,9,5,4,0,0,0,110.33986186743434,0,0
2,0,0,0,0,0,0,150,2018,7,14,4,0,0,0,105.26291231447922,1,0
2,1,0,3,0,0,5,13,2018,6,20,4,0,0,0,202.81714461591326,0,0
1,0,0,1,0,0,1,8,2018,3,5,3,0,0,0,93.62347598119165,0,0
2,0,1,2,0,0,2,16,2018,10,27,4,0,0,0,138.90277738064268,1,0
2,0,1,2,1,0,0,13,2018,5,7,4,0,0,0,137.3542541481853,0,0
2,0,2,1,0,0,0,180,2018,10,1,4,0,0,0,108.9,0,0
2,0,1,3,0,0,0,113,2018,6,30,3,0,0,0,85.0,0,0
2,0,0,2,0,0,0,188,2018,7,6,4,0,0,0,87.94972525701583,1,0
2,0,0,2,2,0,0,220,2018,8,2,4,0,0,0,86.43645521492695,0,0
1,0,0,2,0,0,0,205,2018,5,4,3,0,0,0,89.68661472809517,0,0
1,0,0,2,0,0,0,103,2018,4,19,3,0,0,0,115.0,0,0
1,0,0,2,1,0,0,102,2017,10,16,3,0,0,0,80.0,0,0
1,0,1,2,0,0,0,248,2018,10,22,4,0,0,0,79.71991752675358,0,0
2,0,1,2,0,0,0,79,2018,3,25,3,0,0,0,74.14216163529908,0,0
2,0,1,2,0,0,0,305,2018,11,4,3,0,0,0,89.0,0,0
1,0,0,0,2,0,0,10,2018,7,7,4,0,0,0,139.22645498291516,0,0
2,0,2,5,2,0,0,48,2018,11,13,3,0,0,0,76.19409816513223,0,0
2,0,2,5,0,0,3,51,2018,7,11,4,0,0,0,140.00483452143985,0,0
2,0,0,2,0,0,0,245,2018,6,17,3,0,0,0,75.0,0,0
2,0,0,1,3,0,0,115,2018,10,13,4,0,0,0,108.0,0,0
1,0,0,3,0,0,0,113,2018,5,31,2,0,0,0,100.0,0,0
2,0,1,2,0,0,0,159,2018,9,19,3,0,0,0,144.0,0,0
2,0,1,2,0,0,0,358,2018,9,15,4,0,0,0,105.60085157222731,1,0
2,0,0,4,0,0,0,228,2018,10,5,4,0,0,0,102.85,1,0
2,0,0,1,0,0,0,105,2018,4,6,3,0,0,0,75.0,0,0
2,0,2,3,2,0,0,56,2018,11,15,4,0,0,0,74.59428896747748,0,0
3,0,1,4,0,0,3,107,2018,7,16,4,0,0,0,150.3014712172071,0,0
3,0,1,1,0,0,0,61,2018,5,7,4,0,0,0,159.3,0,0
2,0,0,1,1,0,0,100,2017,10,16,3,0,0,0,108.0,0,0
2,0,0,1,1,0,0,219,2017,9,4,3,0,0,0,108.0,0,0
2,0,1,3,0,0,0,75,2018,3,17,4,0,0,0,80.0,0,0
2,0,0,1,0,0,0,6,2018,4,24,4,0,0,0,184.92510001430153,0,0
2,0,0,0,3,0,0,158,2018,8,26,4,0,0,0,85.65085317085573,0,0
1,0,1,1,2,0,0,31,2017,10,2,4,0,0,0,113.40304594057774,1,0
1,0,1,1,0,0,0,0,2018,4,17,1,0,0,0,96.99734541063194,0,0
1,0,0,2,0,0,0,103,2018,4,19,3,0,0,0,115.0,0,0
2,0,0,3,0,0,0,279,2018,10,12,3,0,0,0,110.0,0,0
2,0,1,2,0,0,0,159,2018,9,19,3,0,0,0,144.0,0,0
2,0,1,2,0,0,0,305,2018,11,4,3,0,0,0,89.0,0,0
2,0,2,1,0,0,0,205,2018,5,29,3,0,0,0,90.0,0,0
2,0,0,2,1,0,0,286,2018,9,16,3,0,0,0,117.0,0,0
2,0,1,1,1,0,0,301,2018,7,30,3,0,0,0,115.0,1,0
2,0,2,1,1,0,0,117,2017,8,1,3,0,0,0,94.5,0,0
2,0,1,2,1,0,0,124,2018,4,15,3,0,0,0,87.76639921237275,0,0
3,0,2,1,0,0,3,19,2018,8,14,4,0,0,0,191.0,0,0
2,0,2,1,0,0,0,179,2018,10,1,4,0,0,0,108.9,1,0
2,0,1,1,0,0,0,262,2018,8,12,3,0,0,0,71.23466708257298,0,0
1,0,0,1,3,0,0,183,2018,10,11,4,0,0,0,98.1,0,0
3,0,0,4,0,0,3,103,2018,8,24,4,0,0,0,150.3,0,0
2,0,0,2,0,0,3,117,2018,4,28,4,0,0,0,105.78995763864408,0,0
2,0,2,1,0,0,0,257,2018,9,29,4,0,0,0,95.14264000961045,0,0
2,0,0,0,3,0,0,15,2018,9,7,4,0,0,0,135.56319964883878,0,0
2,0,0,1,1,0,0,179,2017,8,21,4,0,0,0,92.45859243592078,0,0
2,0,0,1,1,0,0,100,2017,10,16,3,0,0,0,108.0,0,0
1,0,0,2,2,0,0,59,2018,3,8,4,0,0,0,67.35060340935728,0,0
1,0,1,2,0,0,0,180,2018,10,10,3,0,0,0,120.0,0,0
2,0,0,1,0,0,3,189,2018,10,26,4,0,0,0,111.58989331857605,0,0
2,0,0,4,0,0,0,256,2018,8,31,4,0,0,0,90.95,0,0
2,0,0,2,1,0,0,102,2017,10,16,3,0,0,0,101.5,0,0
1,0,0,3,0,0,0,2,2017,9,23,2,0,0,0,78.37407146160076,0,0
2,0,2,1,0,0,0,191,2018,7,30,4,0,0,0,104.90377830783582,1,0
2,0,1,1,0,0,3,134,2018,9,1,4,0,0,0,133.4194175669689,0,0
2,0,0,2,1,0,0,256,2018,6,15,3,0,0,0,115.0,1,0
3,0,1,4,0,0,3,111,2018,6,13,4,0,0,0,150.45,1,0
1,0,2,1,0,0,0,38,2018,6,19,3,0,0,0,81.0,0,0
2,0,0,3,0,0,0,183,2018,9,8,4,0,0,0,110.0,1,0
2,0,2,2,0,0,0,267,2018,4,8,3,0,0,0,77.23887681333731,0,0
2,0,0,4,0,0,3,151,2018,7,5,4,0,0,0,119.99554210890197,0,0
2,1,1,2,0,0,5,69,2018,4,21,4,0,0,0,198.9,0,0
2,0,2,0,1,0,0,386,2018,10,23,3,0,0,0,115.0,1,0
1,0,0,2,0,0,0,25,2018,9,18,4,0,0,0,132.80263497268334,0,0
2,0,0,3,0,0,0,433,2018,9,8,3,0,0,0,70.0,0,0
2,0,1,1,0,0,0,174,2017,10,10,3,0,0,0,70.0,0,0
2,0,2,2,0,0,0,179,2018,9,30,4,0,0,0,113.4,0,0
2,0,0,2,0,0,3,85,2018,5,26,4,0,0,0,140.4,0,0
2,0,1,3,0,0,1,352,2018,12,29,4,0,0,0,73.74,0,0
2,0,0,1,0,0,0,443,2018,4,29,3,0,0,0,65.0,0,0
2,0,1,1,1,0,0,301,2018,7,30,3,0,0,0,115.0,1,0
1,0,1,1,2,0,0,4,2018,9,5,4,0,0,0,149.06622562179632,0,0
2,0,0,1,0,0,0,122,2018,7,12,3,0,0,0,122.51811994773324,0,0
2,0,0,4,1,0,0,151,2018,9,20,3,0,0,0,90.16508321026488,0,0
1,0,1,2,0,0,0,111,2017,10,2,3,0,0,0,72.95557637147263,0,0
1,0,0,2,0,0,0,63,2017,10,11,4,0,0,0,89.45539124993898,0,0
2,0,2,0,1,0,0,275,2018,4,17,3,0,0,0,110.0,0,0
1,0,2,1,0,0,0,1,2018,2,28,4,0,0,0,60.0,0,0
1,0,1,1,0,0,0,11,2018,6,9,4,0,0,0,144.84478190387622,0,0
2,0,0,1,0,0,0,113,2017,8,22,4,0,0,0,76.5,1,0
1,0,0,3,0,0,0,113,2018,5,31,2,0,0,0,100.0,0,0
1,0,0,2,0,0,0,103,2018,4,19,3,0,0,0,115.0,0,0
2,0,0,2,0,0,0,158,2018,7,7,4,0,0,0,114.3,0,0
2,0,1,2,0,0,0,193,2018,6,20,4,0,0,0,120.0,0,0
2,0,1,3,0,0,0,139,2018,7,22,4,0,0,0,102.55681141697171,0,0
2,0,1,1,1,0,0,34,2018,8,28,4,0,0,0,110.59936309667614,0,0
2,0,3,6,0,0,0,123,2017,7,16,3,0,0,0,74.92168667958711,0,0
1,0,1,1,0,0,0,20,2018,3,5,4,0,0,0,85.0,0,0
2,0,2,1,0,0,0,167,2017,8,7,4,0,0,0,116.41079173388302,0,0
3,0,2,1,0,0,6,22,2018,6,18,4,0,0,0,293.51435495400875,0,0
1,0,0,2,0,0,0,188,2018,6,15,3,0,0,0,130.0,0,0
2,0,2,0,0,0,2,39,2018,3,20,4,0,0,0,114.28666625814682,0,0
1,0,0,2,0,0,0,188,2018,6,15,3,0,0,0,130.0,0,0
2,0,0,3,0,0,0,276,2018,9,22,3,0,0,0,116.33,0,0
0,1,0,4,0,0,0,212,2017,9,29,4,0,0,0,62.72570677496843,0,0
2,0,1,2,0,0,3,189,2018,10,28,4,0,0,0,109.8,0,0
2,0,0,2,1,0,0,256,2018,6,15,3,0,0,0,115.0,1,0
2,0,2,1,1,0,0,110,2017,7,25,3,0,0,0,94.5,0,0
2,0,0,1,3,0,0,84,2018,11,24,4,0,0,0,79.2,0,0
2,0,0,2,1,0,0,265,2018,6,24,3,0,0,0,115.0,1,0
2,0,1,4,0,0,0,154,2018,7,12,3,0,0,0,109.9260328341061,0,0
2,0,0,2,0,0,0,9,2018,4,8,4,0,0,0,117.80138449675079,0,0
1,0,0,2,0,0,3,49,2018,3,15,4,0,0,0,123.57988189416292,0,0
2,0,0,3,0,0,0,213,2018,6,7,3,0,0,0,130.0,0,0
2,0,0,2,1,0,0,377,2018,10,14,3,0,0,0,115.0,1,0
2,0,0,2,0,0,0,245,2018,6,17,4,0,0,0,75.0,0,0
2,0,1,5,0,0,3,124,2018,9,20,4,0,0,0,143.1,0,0
2,0,0,2,0,0,2,44,2018,10,4,4,0,0,0,125.60259857081655,0,0
2,0,0,1,0,0,1,136,2018,9,19,4,0,0,0,121.98047296683797,0,0
2,2,0,3,0,0,5,23,2018,3,29,4,0,0,0,216.34887541147828,0,0
2,0,2,4,0,0,0,170,2018,7,30,4,0,0,0,111.7555634745205,0,0
2,0,0,3,0,0,0,229,2018,10,27,4,0,0,0,70.44,1,0
1,0,1,2,0,0,0,41,2018,2,17,4,0,0,0,74.90994455473071,0,0
2,0,0,3,0,0,0,213,2018,6,7,3,0,0,0,130.0,0,0
2,0,1,1,0,0,3,36,2018,8,10,4,0,0,0,149.4,0,0
2,0,0,2,3,0,0,9,2018,6,16,4,0,0,0,129.0,1,0
1,0,2,3,0,0,0,192,2017,9,25,3,0,0,0,102.0,0,0
2,0,0,1,3,0,0,6,2018,3,24,4,0,0,0,79.0,0,0
2,0,1,2,0,0,0,159,2018,9,19,3,0,0,0,144.0,0,0
2,0,0,1,0,0,0,88,2018,10,9,4,0,0,0,119.1502363239377,0,0
2,0,0,3,0,0,3,91,2018,4,12,4,0,0,0,101.9629648019217,0,0
2,0,0,1,3,0,0,47,2018,2,17,4,0,0,0,71.58039875436152,1,0
2,0,1,2,0,0,0,273,2018,5,13,3,0,0,0,95.0,0,0
2,0,0,1,0,0,3,22,2018,6,2,4,0,0,0,158.10092470237632,0,0
1,0,0,2,0,0,3,6,2018,8,4,3,0,0,0,167.3380280148912,0,0
2,0,1,1,0,0,0,188,2018,8,13,4,0,0,0,105.3,0,0
2,0,0,1,0,0,3,0,2018,8,27,2,0,0,0,207.4978508752957,0,0
2,1,2,2,0,0,0,32,2018,7,2,4,0,0,0,151.39383665430745,0,0
2,0,1,3,0,0,3,57,2018,9,30,4,0,0,0,131.30390208894485,0,0
2,0,2,1,0,0,0,68,2018,5,18,4,0,0,0,93.09368915612343,0,0
2,0,1,3,0,0,0,242,2018,9,29,4,0,0,0,116.78550052784658,1,0
2,3,0,2,0,0,6,105,2018,7,12,4,0,0,0,267.92243684744733,1,0
2,0,1,2,0,0,0,101,2018,4,4,3,0,0,0,80.0,0,0
2,0,4,8,3,0,0,35,2018,11,18,4,0,0,0,74.8,1,0
2,2,0,2,0,0,5,139,2018,7,4,4,0,0,0,231.59293863087794,1,0
2,0,1,2,0,0,0,305,2018,11,4,3,0,0,0,89.0,0,0
1,0,0,1,0,0,3,20,2018,5,8,4,0,0,0,156.0,0,0
2,0,0,1,1,0,1,65,2018,9,17,4,0,0,0,125.3047646786049,0,0
1,0,1,1,0,0,0,98,2018,6,8,4,0,0,0,112.1632861839652,0,0
2,0,0,1,0,0,3,63,2018,4,16,4,0,0,0,118.8,0,0
2,0,0,2,3,0,0,23,2018,9,3,4,0,0,0,116.53616816456254,0,0
2,0,0,1,0,0,3,64,2018,9,15,4,0,0,0,149.4,0,0
2,0,0,2,0,0,0,317,2018,9,15,4,0,0,0,120.0,0,0
1,0,0,3,0,0,0,308,2018,11,23,4,0,0,0,78.3,2,0
2,0,1,0,3,0,0,56,2018,9,25,4,0,0,0,125.1,1,0
2,0,0,0,0,0,0,6,2018,3,23,4,0,0,0,101.0,0,0
3,0,2,1,0,0,3,149,2017,8,18,3,0,0,0,137.4374843817494,0,0
1,0,3,13,0,0,0,90,2017,10,3,4,0,0,0,62.550586275685546,1,0
2,0,0,2,0,0,0,162,2017,8,27,4,0,0,0,76.49073931727015,0,0
2,0,0,2,1,0,0,265,2018,6,24,4,0,0,0,115.0,1,0
2,0,1,0,0,0,0,19,2018,9,19,3,0,0,0,118.15,0,0
2,0,1,4,0,0,3,155,2018,6,5,4,0,0,0,117.16308504061634,0,0
2,0,1,2,0,0,0,198,2018,9,9,3,0,0,0,90.0,0,0
2,0,1,4,0,0,0,275,2018,10,5,4,0,0,0,90.0,0,0
2,0,2,3,0,0,0,192,2017,9,25,3,0,0,0,102.0,0,0
3,0,1,2,0,0,4,23,2018,6,15,4,0,0,0,188.27112910627028,0,0
2,0,0,1,0,0,0,75,2018,10,20,4,0,0,0,135.06408949268285,0,0
2,0,1,0,0,0,0,286,2018,10,16,3,0,0,0,90.0,0,0
1,0,0,3,0,0,0,105,2018,10,10,2,0,0,0,75.67443663573168,0,0
2,0,1,2,0,0,3,81,2018,3,25,4,0,0,0,95.13560500129887,0,0
2,1,0,1,0,0,0,11,2018,11,5,4,0,0,0,150.0,1,0
2,0,0,2,0,0,0,85,2018,2,13,4,0,0,0,88.47797581968675,0,0
1,0,2,4,0,0,0,69,2018,6,12,3,0,0,0,120.0,0,0
1,0,1,2,3,0,0,104,2018,4,17,4,0,0,0,72.55982190901388,0,0
1,0,0,0,0,0,3,4,2018,8,11,0,0,0,0,109.72989000248639,0,0
2,0,0,2,0,0,3,70,2018,9,15,4,0,0,0,149.4,0,0
2,0,2,0,1,0,0,386,2018,10,23,3,0,0,0,115.0,1,0
2,0,0,3,0,0,0,78,2017,9,22,4,0,0,0,116.62814887369181,0,0
2,0,0,2,1,0,0,256,2018,6,15,3,0,0,0,115.0,1,0
2,0,0,3,0,0,0,433,2018,9,8,3,0,0,0,70.0,0,0
1,0,0,2,0,0,0,152,2018,6,7,4,0,0,0,102.08001914954633,0,0
1,0,1,1,0,0,0,62,2018,4,1,4,0,0,0,91.14767860879918,0,0
2,0,1,0,0,0,0,19,2018,9,19,3,0,0,0,118.15,0,0
2,0,0,2,0,0,0,211,2018,5,20,3,0,0,0,100.0,0,0
2,0,0,2,0,0,0,96,2018,8,26,4,0,0,0,135.41773781818458,0,0
2,0,2,0,0,0,0,146,2018,4,24,4,0,0,0,95.0,0,0
2,2,0,2,0,0,5,142,2018,7,6,4,0,0,0,244.68983746459082,0,0
2,0,1,2,0,0,2,93,2018,6,3,4,0,0,0,137.02184416568065,0,0
2,1,2,3,0,0,4,215,2018,9,20,3,0,0,0,174.1303914558245,0,0
2,2,1,1,0,0,6,53,2018,7,6,4,0,0,0,261.44524656810313,0,0
2,0,0,4,0,0,3,182,2018,5,8,4,0,0,0,116.37129429462826,1,0
2,0,0,2,0,0,1,199,2018,8,23,3,0,0,0,110.95548015358798,0,0
2,0,0,2,0,0,0,69,2018,4,26,4,0,0,0,105.7966249630097,0,0
1,0,0,1,0,0,0,26,2018,9,26,4,0,0,0,99.2838764690167,0,0
1,0,0,1,0,0,2,118,2018,8,16,3,0,0,0,126.93305720056799,0,0
2,0,1,3,0,0,5,280,2018,9,4,4,0,0,0,168.88933603436072,0,0
2,0,0,1,0,0,0,33,2018,7,10,4,0,0,0,169.58509574368816,0,0
